danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,playlist_id,category,category_id,creation_date,_rid,_self,_etag,_attachments,_ts,album,artists,available_markets,disc_number,explicit,external_ids,external_urls,href,is_local,name,popularity,preview_url,track_number
0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,audio_features,5M4yti0QxgqJieUYaEXcpw,spotify:track:5M4yti0QxgqJieUYaEXcpw,https://api.spotify.com/v1/tracks/5M4yti0QxgqJieUYaEXcpw,https://api.spotify.com/v1/audio-analysis/5M4yti0QxgqJieUYaEXcpw,318591,4,,,,,ixBOAOMPL4XRAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XRAQAAAAAAAA==/,"""090028d1-0000-0b00-0000-6469062b0000""",attachments/,1684604459,79dL7FLiJFOO0EoehUHQBv,5INjqkS1o8h1imAzPqGZBb,,1.0,False,,,https://api.spotify.com/v1/tracks/5M4yti0QxgqJieUYaEXcpw,False,Eventually,79.0,https://p.scdn.co/mp3-preview/17c7520f657b355db0b66bdd0037f561887148ac?cid=eb1060ace869470199dfb41aaecca2ab,5.0
0.696,0.837,9,-6.199,0,0.0334,0.0664,0.651,0.0362,0.816,125.999,audio_features,4beT1YJZLOHCZSu80MsXDP,spotify:track:4beT1YJZLOHCZSu80MsXDP,https://api.spotify.com/v1/tracks/4beT1YJZLOHCZSu80MsXDP,https://api.spotify.com/v1/audio-analysis/4beT1YJZLOHCZSu80MsXDP,252500,4,,,,,ixBOAOMPL4XSAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XSAQAAAAAAAA==/,"""09002ad1-0000-0b00-0000-6469062b0000""",attachments/,1684604459,13TC44Gy2ClqvvwxGOQ6pr,0nFdWpwl7h6fp3ADRyG14L,,1.0,False,,,https://api.spotify.com/v1/tracks/4beT1YJZLOHCZSu80MsXDP,False,Pra Ficar Comigo,60.0,https://p.scdn.co/mp3-preview/f53aaf4270ff6e851ba15a9aa5dab68ac31639d3?cid=eb1060ace869470199dfb41aaecca2ab,12.0
0.624,0.433,6,-9.572,1,0.0467,0.837,0.0294,0.113,0.589,124.979,audio_features,4h5x3XHLVYFJaItKuO2rhy,spotify:track:4h5x3XHLVYFJaItKuO2rhy,https://api.spotify.com/v1/tracks/4h5x3XHLVYFJaItKuO2rhy,https://api.spotify.com/v1/audio-analysis/4h5x3XHLVYFJaItKuO2rhy,218587,4,,,,,ixBOAOMPL4XTAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XTAQAAAAAAAA==/,"""09002bd1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,07w0rG5TETcyihsEIZR3qG,7tYKF4w9nC0nq9CsPZTHyP,,1.0,True,,,https://api.spotify.com/v1/tracks/4h5x3XHLVYFJaItKuO2rhy,False,Ghost in the Machine (feat. Phoebe Bridgers),80.0,https://p.scdn.co/mp3-preview/e2ea708466b9417bf2cc2892fee910817b19ee21?cid=eb1060ace869470199dfb41aaecca2ab,12.0
0.603,0.784,6,-4.023,1,0.062,0.446,8.32e-06,0.119,0.769,172.041,audio_features,3EaJDYHA0KnX88JvDhL9oa,spotify:track:3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/tracks/3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/audio-analysis/3EaJDYHA0KnX88JvDhL9oa,173104,4,,,,,ixBOAOMPL4XUAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XUAQAAAAAAAA==/,"""09002cd1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,7vrsFZNVhrriKh0SZKJW41,57vWImR43h4CaDao012Ofp,,1.0,False,,,https://api.spotify.com/v1/tracks/3EaJDYHA0KnX88JvDhL9oa,False,Dark Red,88.0,https://p.scdn.co/mp3-preview/90b3855fd50a4c4878a2d5117ebe73f658a97285?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,audio_features,3GZD6HmiNUhxXYf8Gch723,spotify:track:3GZD6HmiNUhxXYf8Gch723,https://api.spotify.com/v1/tracks/3GZD6HmiNUhxXYf8Gch723,https://api.spotify.com/v1/audio-analysis/3GZD6HmiNUhxXYf8Gch723,234093,4,,,,,ixBOAOMPL4XVAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XVAQAAAAAAAA==/,"""09002ed1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,392p3shh2jkxUxY2VHvlH8,2h93pZq0e7k5yf4dywlkpM,,1.0,True,,,https://api.spotify.com/v1/tracks/3GZD6HmiNUhxXYf8Gch723,False,Lost,86.0,https://p.scdn.co/mp3-preview/2d314c23e818fcd708b5224bf920520ccf69832c?cid=eb1060ace869470199dfb41aaecca2ab,11.0
0.672,0.798,11,-8.465,0,0.0392,0.0182,0.73,0.154,0.597,115.002,audio_features,2ZcwbSYqc8RfPGMMXTIdb0,spotify:track:2ZcwbSYqc8RfPGMMXTIdb0,https://api.spotify.com/v1/tracks/2ZcwbSYqc8RfPGMMXTIdb0,https://api.spotify.com/v1/audio-analysis/2ZcwbSYqc8RfPGMMXTIdb0,278027,4,,,,,ixBOAOMPL4XWAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XWAQAAAAAAAA==/,"""09002fd1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,1CTm3ARqDETSm7GfvNYNJp,5Mq7iqCWBzofK39FBqblNc,,1.0,False,,,https://api.spotify.com/v1/tracks/2ZcwbSYqc8RfPGMMXTIdb0,False,What’s Your Pleasure?,57.0,https://p.scdn.co/mp3-preview/ae7f52c1e73e94e0f710a163431ae47edabd63a4?cid=eb1060ace869470199dfb41aaecca2ab,2.0
0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,audio_features,0VO8gYVDSwM1Qdd2GsMoYK,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/audio-analysis/0VO8gYVDSwM1Qdd2GsMoYK,234000,4,,,,,ixBOAOMPL4XXAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XXAQAAAAAAAA==/,"""090030d1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,2Dbe9L757CSQbhnbW5PVSH,1h6Cn3P4NGzXbaXidqURXs,,1.0,False,,,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,False,Moth To A Flame (with The Weeknd),83.0,https://p.scdn.co/mp3-preview/1115f3c666a5ec714e6c3a29121c863720c4059c?cid=eb1060ace869470199dfb41aaecca2ab,4.0
0.632,0.762,11,-8.555,0,0.0423,0.0358,0.49,0.119,0.164,115.021,audio_features,0EtcGmf2mVZbHWq2ZGP3t7,spotify:track:0EtcGmf2mVZbHWq2ZGP3t7,https://api.spotify.com/v1/tracks/0EtcGmf2mVZbHWq2ZGP3t7,https://api.spotify.com/v1/audio-analysis/0EtcGmf2mVZbHWq2ZGP3t7,331933,4,,,,,ixBOAOMPL4XYAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XYAQAAAAAAAA==/,"""090031d1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,1CTm3ARqDETSm7GfvNYNJp,5Mq7iqCWBzofK39FBqblNc,,1.0,False,,,https://api.spotify.com/v1/tracks/0EtcGmf2mVZbHWq2ZGP3t7,False,Spotlight,55.0,https://p.scdn.co/mp3-preview/16a29ccb9ed1086b7a032540554ce724a2877db4?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.528,0.735,8,-7.462,1,0.282,0.231,1.9e-05,0.33,0.131,92.567,audio_features,0LyiKRBtKkIaTZKXBcDyb3,spotify:track:0LyiKRBtKkIaTZKXBcDyb3,https://api.spotify.com/v1/tracks/0LyiKRBtKkIaTZKXBcDyb3,https://api.spotify.com/v1/audio-analysis/0LyiKRBtKkIaTZKXBcDyb3,237347,4,,,,,ixBOAOMPL4XZAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XZAQAAAAAAAA==/,"""090036d1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,12n9nyAJ5Q4FHRldrciIPG,7w29UYBi0qsHi5RTcv3lmA,,1.0,False,,,https://api.spotify.com/v1/tracks/0LyiKRBtKkIaTZKXBcDyb3,False,"Who Is It (Carry My Joy On The Left, Carry My Pain On The Right)",33.0,https://p.scdn.co/mp3-preview/0a27701f40b8893b113c9551eeb653d3e4768a51?cid=eb1060ace869470199dfb41aaecca2ab,6.0
0.625,0.734,4,-6.035,0,0.0637,0.259,0.0,0.146,0.237,127.183,audio_features,3CKtuzQRKk4KDhaIRFHH56,spotify:track:3CKtuzQRKk4KDhaIRFHH56,https://api.spotify.com/v1/tracks/3CKtuzQRKk4KDhaIRFHH56,https://api.spotify.com/v1/audio-analysis/3CKtuzQRKk4KDhaIRFHH56,272247,4,,,,,ixBOAOMPL4XaAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XaAQAAAAAAAA==/,"""090037d1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,2RUX2ps4xMNTyI2iAwVyf3,6nB0iY1cjSY1KyhYyuIIKH,,1.0,False,,,https://api.spotify.com/v1/tracks/3CKtuzQRKk4KDhaIRFHH56,False,In Time,41.0,https://p.scdn.co/mp3-preview/47599a905b08f61400e8cb0e46d14d83ef16c8d1?cid=eb1060ace869470199dfb41aaecca2ab,3.0
0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,,,,,ixBOAOMPL4XbAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XbAQAAAAAAAA==/,"""090038d1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,2nkto6YNI4rUYTLqEwWJ3o,4V8LLVI7PbaPR0K2TGSxFF,,1.0,True,,,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,False,See You Again (feat. Kali Uchis),94.0,https://p.scdn.co/mp3-preview/c703198293891e3b276800ea6b187cf7951d3d7d?cid=eb1060ace869470199dfb41aaecca2ab,4.0
0.414,0.537,9,-9.21,0,0.0368,0.434,0.00441,0.127,0.119,117.038,audio_features,39cc405lc5WqDnCvmUrP52,spotify:track:39cc405lc5WqDnCvmUrP52,https://api.spotify.com/v1/tracks/39cc405lc5WqDnCvmUrP52,https://api.spotify.com/v1/audio-analysis/39cc405lc5WqDnCvmUrP52,275319,4,,,,,ixBOAOMPL4XcAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XcAQAAAAAAAA==/,"""090039d1-0000-0b00-0000-6469062c0000""",attachments/,1684604460,28DpATUm863aldgGwPIkQt,1moxjboGR7GNWYIMWsRjgG,,1.0,True,,,https://api.spotify.com/v1/tracks/39cc405lc5WqDnCvmUrP52,False,Mermaids,70.0,https://p.scdn.co/mp3-preview/c3f0702d797d178b04e1742d0b30032fab0032f9?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,audio_features,4QhWbupniDd44EDtnh2bFJ,spotify:track:4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/audio-analysis/4QhWbupniDd44EDtnh2bFJ,592920,4,,,,,ixBOAOMPL4XdAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XdAQAAAAAAAA==/,"""09003bd1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,392p3shh2jkxUxY2VHvlH8,2h93pZq0e7k5yf4dywlkpM,,1.0,True,,,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,False,Pyramids,77.0,https://p.scdn.co/mp3-preview/0fff01329318a30ba0b7c2a872c0113e6742a364?cid=eb1060ace869470199dfb41aaecca2ab,10.0
0.417,0.332,0,-8.657,0,0.041,0.71,1.96e-05,0.126,0.316,132.987,audio_features,6gkqX8E8lPuDIGqH5Fjm5J,spotify:track:6gkqX8E8lPuDIGqH5Fjm5J,https://api.spotify.com/v1/tracks/6gkqX8E8lPuDIGqH5Fjm5J,https://api.spotify.com/v1/audio-analysis/6gkqX8E8lPuDIGqH5Fjm5J,208800,4,,,,,ixBOAOMPL4XeAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XeAQAAAAAAAA==/,"""09003cd1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,3G77BQuJy3jahjdkKQNNNM,6nB0iY1cjSY1KyhYyuIIKH,,1.0,False,,,https://api.spotify.com/v1/tracks/6gkqX8E8lPuDIGqH5Fjm5J,False,thank you song,44.0,https://p.scdn.co/mp3-preview/d827adbf7a9936f90e27bfcf695ba920cde09f80?cid=eb1060ace869470199dfb41aaecca2ab,17.0
0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,audio_features,6LOZws7T3jqZz78unPgFF9,spotify:track:6LOZws7T3jqZz78unPgFF9,https://api.spotify.com/v1/tracks/6LOZws7T3jqZz78unPgFF9,https://api.spotify.com/v1/audio-analysis/6LOZws7T3jqZz78unPgFF9,199506,4,,,,,ixBOAOMPL4XfAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XfAQAAAAAAAA==/,"""09003fd1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,4EPQtdq6vvwxuYeQTrwDVY,1U1el3k54VvEUzo3ybLPlM,,1.0,False,,,https://api.spotify.com/v1/tracks/6LOZws7T3jqZz78unPgFF9,False,Dead To Me,80.0,https://p.scdn.co/mp3-preview/3961c56fb4b9a3764e5ad671975b39886f1f1176?cid=eb1060ace869470199dfb41aaecca2ab,7.0
0.921,0.938,0,-4.667,1,0.391,0.0541,0.0,0.098,0.246,130.114,audio_features,2HNeTkUlXU55TqWADzh0CE,spotify:track:2HNeTkUlXU55TqWADzh0CE,https://api.spotify.com/v1/tracks/2HNeTkUlXU55TqWADzh0CE,https://api.spotify.com/v1/audio-analysis/2HNeTkUlXU55TqWADzh0CE,115692,4,,,,,ixBOAOMPL4XgAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XgAQAAAAAAAA==/,"""090042d1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,4YAj4eWBX9SD5odos0ypxR,6eeTMlOf1AoxbpAI0q88eN,,1.0,True,,,https://api.spotify.com/v1/tracks/2HNeTkUlXU55TqWADzh0CE,False,VOU DANÇAR PELADA vs VOU TIRANDO TUDO,9.0,https://p.scdn.co/mp3-preview/2735123e838ef3855d4f87b5adb070b8e3b125b5?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.688,0.712,10,-4.791,0,0.0826,0.0288,0.0,0.313,0.852,89.93,audio_features,4yPmTUkWmUfLPQLCccp0DR,spotify:track:4yPmTUkWmUfLPQLCccp0DR,https://api.spotify.com/v1/tracks/4yPmTUkWmUfLPQLCccp0DR,https://api.spotify.com/v1/audio-analysis/4yPmTUkWmUfLPQLCccp0DR,156319,4,,,,,ixBOAOMPL4XhAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XhAQAAAAAAAA==/,"""090047d1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,3HWlgRjxW0H7fWm1n2LBbE,7vXDAI8JwjW531ouMGbfcp,,1.0,False,,,https://api.spotify.com/v1/tracks/4yPmTUkWmUfLPQLCccp0DR,False,Muñecas,77.0,https://p.scdn.co/mp3-preview/193ff9ecd4e762227f3a469fc818f6e490174de7?cid=eb1060ace869470199dfb41aaecca2ab,3.0
0.871,0.563,1,-6.422,1,0.0618,0.56,0.0,0.0665,0.457,88.96,audio_features,60DHrnRAhNJMy4WeEf23NH,spotify:track:60DHrnRAhNJMy4WeEf23NH,https://api.spotify.com/v1/tracks/60DHrnRAhNJMy4WeEf23NH,https://api.spotify.com/v1/audio-analysis/60DHrnRAhNJMy4WeEf23NH,143402,4,,,,,ixBOAOMPL4XiAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XiAQAAAAAAAA==/,"""09004ed1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,0LmZsaUKBzNRmVt9vC4Rv3,60XHOAhvEBiV6BGBOv8ClM,,1.0,False,,,https://api.spotify.com/v1/tracks/60DHrnRAhNJMy4WeEf23NH,False,Butakera,76.0,https://p.scdn.co/mp3-preview/9f0d9f76edaf590d77a1a8f9830e2d16e8066153?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,audio_features,1hz7SRTGUNAtIQ46qiNv2p,spotify:track:1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/tracks/1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/audio-analysis/1hz7SRTGUNAtIQ46qiNv2p,375387,4,,,,,ixBOAOMPL4XjAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XjAQAAAAAAAA==/,"""090053d1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,5zi7WsKlIiUXv09tbGLKsE,4V8LLVI7PbaPR0K2TGSxFF,,1.0,True,,,https://api.spotify.com/v1/tracks/1hz7SRTGUNAtIQ46qiNv2p,False,"GONE, GONE / THANK YOU",80.0,https://p.scdn.co/mp3-preview/bef1a42d0299c0f5a6b9be0bc604326038b50995?cid=eb1060ace869470199dfb41aaecca2ab,10.0
0.527,0.53,10,-10.343,0,0.09,0.438,0.00127,0.106,0.143,103.754,audio_features,7z3DWTpAXQbRu7NGTylDAg,spotify:track:7z3DWTpAXQbRu7NGTylDAg,https://api.spotify.com/v1/tracks/7z3DWTpAXQbRu7NGTylDAg,https://api.spotify.com/v1/audio-analysis/7z3DWTpAXQbRu7NGTylDAg,190827,4,,,,,ixBOAOMPL4XkAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XkAQAAAAAAAA==/,"""090058d1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,2RUX2ps4xMNTyI2iAwVyf3,6nB0iY1cjSY1KyhYyuIIKH,,1.0,False,,,https://api.spotify.com/v1/tracks/7z3DWTpAXQbRu7NGTylDAg,False,I'm Your Doll,36.0,https://p.scdn.co/mp3-preview/b261208b250bba8e96668a26e1ae626b87afc32a?cid=eb1060ace869470199dfb41aaecca2ab,2.0
0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,audio_features,2gam98EZKrF9XuOkU13ApN,spotify:track:2gam98EZKrF9XuOkU13ApN,https://api.spotify.com/v1/tracks/2gam98EZKrF9XuOkU13ApN,https://api.spotify.com/v1/audio-analysis/2gam98EZKrF9XuOkU13ApN,242293,4,,,,,ixBOAOMPL4XlAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XlAQAAAAAAAA==/,"""09005dd1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,2yboV2QBcVGEhcRlYuPpDT,2jw70GZXlAI8QzWeY2bgRc,,1.0,False,,,https://api.spotify.com/v1/tracks/2gam98EZKrF9XuOkU13ApN,False,Promiscuous,85.0,https://p.scdn.co/mp3-preview/0608616c46e9201b63a289fdfc893c784c0b373d?cid=eb1060ace869470199dfb41aaecca2ab,4.0
0.688,0.71,2,-9.793,1,0.343,0.528,0.00136,0.0697,0.414,119.961,audio_features,1KcxkWlRSDNchLovHnHBKP,spotify:track:1KcxkWlRSDNchLovHnHBKP,https://api.spotify.com/v1/tracks/1KcxkWlRSDNchLovHnHBKP,https://api.spotify.com/v1/audio-analysis/1KcxkWlRSDNchLovHnHBKP,183040,4,,,,,ixBOAOMPL4XmAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XmAQAAAAAAAA==/,"""090064d1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,2RUX2ps4xMNTyI2iAwVyf3,6nB0iY1cjSY1KyhYyuIIKH,,1.0,True,,,https://api.spotify.com/v1/tracks/1KcxkWlRSDNchLovHnHBKP,False,Figure 8,39.0,https://p.scdn.co/mp3-preview/cab4e561290508e2dd4bd1536a5ae3077ecc0dd9?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.901,0.136,8,-16.127,0,0.102,0.667,0.354,0.109,0.643,150.076,audio_features,7EAMXbLcL0qXmciM5SwMh2,spotify:track:7EAMXbLcL0qXmciM5SwMh2,https://api.spotify.com/v1/tracks/7EAMXbLcL0qXmciM5SwMh2,https://api.spotify.com/v1/audio-analysis/7EAMXbLcL0qXmciM5SwMh2,211140,4,,,,,ixBOAOMPL4XnAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XnAQAAAAAAAA==/,"""090069d1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,67PsnkYVPNpEsZffyTWGgW,3Sz7ZnJQBIHsXLUSo0OQtM,,1.0,False,,,https://api.spotify.com/v1/tracks/7EAMXbLcL0qXmciM5SwMh2,False,Heart To Heart,87.0,https://p.scdn.co/mp3-preview/e3fd4ac516e3e42cc98dea378274679ac9ac04c9?cid=eb1060ace869470199dfb41aaecca2ab,8.0
0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,audio_features,7szuecWAPwGoV1e5vGu8tl,spotify:track:7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl,237520,4,,,,,ixBOAOMPL4XoAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XoAQAAAAAAAA==/,"""09006ed1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,4yP0hdKOZPNshxUOjY0cZj,1Xyo4u8uXC1ZmMpatF05PJ,,1.0,True,,,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,False,In Your Eyes,80.0,https://p.scdn.co/mp3-preview/b10870afc3bfe09b01834644e23c9f8106018d88?cid=eb1060ace869470199dfb41aaecca2ab,10.0
0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946,audio_features,3orEOtd8CPL8GFlpRpKuoE,spotify:track:3orEOtd8CPL8GFlpRpKuoE,https://api.spotify.com/v1/tracks/3orEOtd8CPL8GFlpRpKuoE,https://api.spotify.com/v1/audio-analysis/3orEOtd8CPL8GFlpRpKuoE,283227,4,,,,,ixBOAOMPL4XpAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XpAQAAAAAAAA==/,"""090073d1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,4yP0hdKOZPNshxUOjY0cZj,1Xyo4u8uXC1ZmMpatF05PJ,,1.0,True,,,https://api.spotify.com/v1/tracks/3orEOtd8CPL8GFlpRpKuoE,False,Faith,71.0,https://p.scdn.co/mp3-preview/fe506d393f3052b3455f96926f9db91ce34dbc92?cid=eb1060ace869470199dfb41aaecca2ab,8.0
0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,audio_features,2D4dV2KXDTszzJ3p3cFqhA,spotify:track:2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/tracks/2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/audio-analysis/2D4dV2KXDTszzJ3p3cFqhA,211814,4,,,,,ixBOAOMPL4XqAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XqAQAAAAAAAA==/,"""090078d1-0000-0b00-0000-6469062d0000""",attachments/,1684604461,2nLOHgzXzwFEpl62zAgCEC,1Xyo4u8uXC1ZmMpatF05PJ,,1.0,False,,,https://api.spotify.com/v1/tracks/2D4dV2KXDTszzJ3p3cFqhA,False,Less Than Zero,79.0,https://p.scdn.co/mp3-preview/d3b1d6dbcbe7fae512662a27c293a972022ea458?cid=eb1060ace869470199dfb41aaecca2ab,15.0
0.447,0.959,0,-5.59,1,0.348,0.109,2.75e-05,0.0498,0.46,118.167,audio_features,3vJcz8exedHCjQ9ed95NqU,spotify:track:3vJcz8exedHCjQ9ed95NqU,https://api.spotify.com/v1/tracks/3vJcz8exedHCjQ9ed95NqU,https://api.spotify.com/v1/audio-analysis/3vJcz8exedHCjQ9ed95NqU,167256,4,,,,,ixBOAOMPL4XrAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XrAQAAAAAAAA==/,"""09007dd1-0000-0b00-0000-6469062e0000""",attachments/,1684604462,2nLOHgzXzwFEpl62zAgCEC,1Xyo4u8uXC1ZmMpatF05PJ,,1.0,False,,,https://api.spotify.com/v1/tracks/3vJcz8exedHCjQ9ed95NqU,False,Every Angel is Terrifying,58.0,https://p.scdn.co/mp3-preview/30b849b1d5374be86ba57383529f2005a66abdf6?cid=eb1060ace869470199dfb41aaecca2ab,12.0
0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,audio_features,2vgUijXOTRMnWXDtvgMp2b,spotify:track:2vgUijXOTRMnWXDtvgMp2b,https://api.spotify.com/v1/tracks/2vgUijXOTRMnWXDtvgMp2b,https://api.spotify.com/v1/audio-analysis/2vgUijXOTRMnWXDtvgMp2b,339023,4,,,,,ixBOAOMPL4XsAQAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XsAQAAAAAAAA==/,"""090082d1-0000-0b00-0000-6469062e0000""",attachments/,1684604462,2nLOHgzXzwFEpl62zAgCEC,1Xyo4u8uXC1ZmMpatF05PJ,,1.0,False,,,https://api.spotify.com/v1/tracks/2vgUijXOTRMnWXDtvgMp2b,False,Take My Breath,75.0,https://p.scdn.co/mp3-preview/ffdab474b4b1ac69aefda585361fd12556f7aa58?cid=eb1060ace869470199dfb41aaecca2ab,4.0
